model_name,steps,time_elapsed,final_score,number_of_crashes,varying_wind, wind_strength
LCL_FFF_P0FF_1,49979,30.00414,3693.633,2,False,40
LCL_FFF_P0FF_1,149945,30.00079,3820.968,0,False,40
LCL_FFF_P0FF_1,249938,30.00169,4244.868,1,False,40
LCL_FFF_P0FF_1,349961,30.01935,5856.907,0,False,40
LCL_FFF_P0FF_1,449987,30.00622,5823.573,2,False,40
LCL_FFF_P0FF_1,549987,30.00376,5931.175,2,False,40
LCL_FFF_P0FF_1,649951,30.00113,5480.965,2,False,40
LCL_FFF_P0FF_1,749963,30.00098,6130.474,2,False,40
LCL_FFF_P0FF_1,849981,30.00144,7513.723,1,False,40
LCL_FFF_P0FF_1,949952,30.0033,8875.095,1,False,40
LCL_FFF_P0FF_1,1000010,30.00032,7602.855,2,False,40
