model_name,steps,time_elapsed,final_score,number_of_crashes,varying_wind, wind_strength
LCL_FFF_P0TT_1,49982,15.00998,1920.238,0,False,40
LCL_FFF_P0TT_1,149993,15.00544,1736.784,5,False,40
LCL_FFF_P0TT_1,249951,15.00843,1226.684,4,False,40
LCL_FFF_P0TT_1,349983,15.00136,1322.483,4,False,40
LCL_FFF_P0TT_1,449951,15.01507,2118.605,3,False,40
LCL_FFF_P0TT_1,549983,15.00111,1739.526,2,False,40
LCL_FFF_P0TT_1,649951,15.00413,1694.269,2,False,40
LCL_FFF_P0TT_1,749983,15.01112,1987.183,1,False,40
LCL_FFF_P0TT_1,849951,15.0023,2052.024,1,False,40
LCL_FFF_P0TT_1,949983,15.00082,1764.599,1,False,40
LCL_FFF_P0TT_1,1000031,15.00603,1816.266,0,False,40
