,model_name,steps,time_elapsed,final_score,number_of_crashes,varying_wind, wind_strength
2,CCL_FFF_C0FF_1,249959,30.00368,3753.98,0,False,40
3,CCL_FFF_C0FF_1,349955,30.00356,3752.184,0,False,40
4,CCL_FFF_C0FF_1,449967,30.00554,3664.732,3,False,40
5,CCL_FFF_C0FF_1,549984,30.00182,3557.494,3,False,40
6,CCL_FFF_C0FF_1,649975,30.00568,3586.164,1,False,40
7,CCL_FFF_C0FF_1,749938,30.00039,3657.627,1,False,40
8,CCL_FFF_C0FF_1,849990,30.00819,3549.995,0,False,40
9,CCL_FFF_C0FF_1,949975,30.00275,3599.635,0,False,40
10,CCL_FFF_C0FF_1,1000057,30.00014,3367.245,2,False,40
0,CLC_TFF_P0FT_1,49967,30.00178,3394.502,2,False,40
1,CLC_TFF_P0FT_1,149999,30.00189,3371.175,4,False,40
2,CLC_TFF_P0FT_1,249967,30.00341,3194.827,8,False,40
3,CLC_TFF_P0FT_1,349999,30.00104,3295.378,3,False,40
4,CLC_TFF_P0FT_1,449967,30.00925,3513.953,1,False,40
5,CLC_TFF_P0FT_1,549999,30.00453,3516.678,1,False,40
6,CLC_TFF_P0FT_1,649967,30.00319,3575.009,4,False,40
7,CLC_TFF_P0FT_1,749999,30.00036,3546.041,1,False,40
8,CLC_TFF_P0FT_1,849967,30.00533,3506.995,5,False,40
9,CLC_TFF_P0FT_1,949999,30.00093,3502.228,4,False,40
10,CLC_TFF_P0FT_1,1000111,30.00157,3696.398,1,False,40
0,CCL_FFF_P0TT_1,49987,30.00412,3402.901,0,False,40
1,CCL_FFF_P0TT_1,149955,30.00927,3545.12,0,False,40
2,CCL_FFF_P0TT_1,249987,30.19011,3678.581,0,False,40
3,CCL_FFF_P0TT_1,349955,30.01397,3661.042,0,False,40
4,CCL_FFF_P0TT_1,449987,30.00652,3661.858,0,False,40
5,CCL_FFF_P0TT_1,549952,30.00413,3661.451,0,False,40
6,CCL_FFF_P0TT_1,649969,30.00368,3660.614,0,False,40
7,CCL_FFF_P0TT_1,749967,30.0027,3660.119,0,False,40
8,CCL_FFF_P0TT_1,849999,30.00397,3658.723,0,False,40
9,CCL_FFF_P0TT_1,949963,30.0004,3640.505,2,False,40
10,CCL_FFF_P0TT_1,1000037,30.00627,3624.639,1,False,40
0,LCL_FTF_P0TT_1,49999,15.00584,1593.051,0,False,40
1,LCL_FTF_P0TT_1,149987,15.00576,1406.538,4,False,40
2,LCL_FTF_P0TT_1,249988,15.00241,828.9802,4,False,40
3,LCL_FTF_P0TT_1,349990,15.01369,1337.387,3,False,40
4,LCL_FTF_P0TT_1,449980,15.00225,1264.442,5,False,40
5,LCL_FTF_P0TT_1,549994,15.00877,1530.13,3,False,40
6,LCL_FTF_P0TT_1,649939,15.00663,1474.293,3,False,40
7,LCL_FTF_P0TT_1,749984,15.00417,1284.842,5,False,40
8,LCL_FTF_P0TT_1,849994,15.00862,1383.001,6,False,40
9,LCL_FTF_P0TT_1,949936,15.00265,1524.19,2,False,40
10,LCL_FTF_P0TT_1,1000057,15.00649,1450.952,2,False,40
0,CCL_TFF_P0FT_1,49947,30.00601,3365.896,0,False,40
1,CCL_TFF_P0FT_1,149979,30.00031,3331.558,1,False,40
2,CCL_TFF_P0FT_1,249941,30.00143,3487.579,0,False,40
3,CCL_TFF_P0FT_1,349973,30.00137,3489.511,0,False,40
4,CCL_TFF_P0FT_1,449941,30.00384,3519.485,0,False,40
5,CCL_TFF_P0FT_1,549973,30.00453,3561.365,0,False,40
6,CCL_TFF_P0FT_1,649941,30.00119,2752.513,10,False,40
7,CCL_TFF_P0FT_1,749973,30.006,2716.088,13,False,40
8,CCL_TFF_P0FT_1,849941,30.00064,3460.139,6,False,40
9,CCL_TFF_P0FT_1,949973,30.00087,3624.546,4,False,40
10,CCL_TFF_P0FT_1,1000021,30.0064,3558.821,5,False,40
0,LCL_FTT_C0TT_1,49951,30.00132,2758.981,8,False,40
1,LCL_FTT_C0TT_1,149989,30.00345,3195.391,18,False,40
2,LCL_FTT_C0TT_1,249990,30.00219,2923.179,22,False,40
3,LCL_FTT_C0TT_1,349993,30.01621,2776.718,21,False,40
4,LCL_FTT_C0TT_1,449999,30.00582,2197.333,20,False,40
5,LCL_FTT_C0TT_1,549960,30.00319,2315.37,23,False,40
6,LCL_FTT_C0TT_1,649999,30.00373,2571.434,20,False,40
7,LCL_FTT_C0TT_1,749971,30.00876,2648.989,21,False,40
8,LCL_FTT_C0TT_1,849999,30.0037,2393.143,23,False,40
9,LCL_FTT_C0TT_1,949999,30.00506,2264.953,23,False,40
10,LCL_FTT_C0TT_1,1000039,30.001,2355.469,23,False,40
0,CCL_FFT_C0TT_1,49971,30.0085,3358.556,7,False,40
1,CCL_FFT_C0TT_1,149947,30.00422,2871.657,2,False,40
2,CCL_FFT_C0TT_1,249942,30.00297,3298.452,2,False,40
3,CCL_FFT_C0TT_1,349979,30.01036,3264.522,1,False,40
4,CCL_FFT_C0TT_1,449947,30.00804,2943.835,1,False,40
5,CCL_FFT_C0TT_1,549979,30.01166,3043.56,0,False,40
6,CCL_FFT_C0TT_1,649947,30.00032,2890.224,0,False,40
7,CCL_FFT_C0TT_1,749979,30.01178,3243.775,1,False,40
8,CCL_FFT_C0TT_1,849947,30.00714,3294.751,0,False,40
9,CCL_FFT_C0TT_1,949979,30.00508,3582.624,0,False,40
10,CCL_FFT_C0TT_1,1000091,30.00168,3593.004,0,False,40
0,CCL_FFF_C0FT_1,49982,30.00386,3388.853,2,False,40
1,CCL_FFF_C0FT_1,149986,30.00455,3416.248,0,False,40
2,CCL_FFF_C0FT_1,249954,30.00783,3433.738,0,False,40
3,CCL_FFF_C0FT_1,349986,30.0081,3624.962,0,False,40
4,CCL_FFF_C0FT_1,449965,30.0011,3186.327,1,False,40
5,CCL_FFF_C0FT_1,549996,30.00303,3558.526,3,False,40
6,CCL_FFF_C0FT_1,649964,30.00359,3639.697,1,False,40
7,CCL_FFF_C0FT_1,749996,30.00156,3594.319,0,False,40
8,CCL_FFF_C0FT_1,849947,30.00236,3364.801,1,False,40
9,CCL_FFF_C0FT_1,949987,30.00424,3615.396,1,False,40
10,CCL_FFF_C0FT_1,1000062,30.00685,3664.994,1,False,40
0,LCL_FFF_P0TT_2,49959,30.00663,3300.815,7,False,40
1,LCL_FFF_P0TT_2,149939,30.00458,2917.054,10,False,40
2,LCL_FFF_P0TT_2,249937,30.00286,3325.676,4,False,40
3,LCL_FFF_P0TT_2,349943,30.00199,3564.902,1,False,40
4,LCL_FFF_P0TT_2,449975,30.00424,3606.616,0,False,40
5,LCL_FFF_P0TT_2,549943,30.00363,3634.161,0,False,40
6,LCL_FFF_P0TT_2,649975,30.00154,3634.731,0,False,40
7,LCL_FFF_P0TT_2,749943,30.00485,3634.698,0,False,40
8,LCL_FFF_P0TT_2,849975,30.00409,3635.793,0,False,40
9,LCL_FFF_P0TT_2,949943,30.00311,3635.852,0,False,40
10,LCL_FFF_P0TT_2,1000055,30.0018,3635.64,0,False,40
0,CCL_FFT_P0FT_1,49992,30.00666,3286.762,2,False,40
1,CCL_FFT_P0FT_1,149953,30.00343,3332.641,2,False,40
2,CCL_FFT_P0FT_1,249945,30.00224,3430.527,3,False,40
3,CCL_FFT_P0FT_1,349957,30.00226,3460.688,0,False,40
4,CCL_FFT_P0FT_1,449984,30.00595,3785.422,0,False,40
5,CCL_FFT_P0FT_1,549941,30.00315,4600.204,0,False,40
6,CCL_FFT_P0FT_1,649999,30.00485,3641.866,0,False,40
7,CCL_FFT_P0FT_1,749993,30.00457,3852.327,0,False,40
8,CCL_FFT_P0FT_1,849968,30.00591,3972.047,0,False,40
9,CCL_FFT_P0FT_1,949970,30.00536,4727.608,2,False,40
10,CCL_FFT_P0FT_1,1000023,30.00212,4941.926,3,False,40
0,LLL_FFT_P0TT_2,49997,30.00603,3325.092,9,False,40
1,LLL_FFT_P0TT_2,149961,30.00385,5327.655,7,False,40
2,LLL_FFT_P0TT_2,249947,30.00517,6223.908,6,False,40
3,LLL_FFT_P0TT_2,349951,30.00001,5814.374,4,False,40
4,LLL_FFT_P0TT_2,449984,30.01083,7382.336,2,False,40
5,LLL_FFT_P0TT_2,549986,30.0027,6705.153,6,False,40
6,LLL_FFT_P0TT_2,649973,30.00476,6940.029,5,False,40
7,LLL_FFT_P0TT_2,749951,30.00191,8460.591,1,False,40
8,LLL_FFT_P0TT_2,849998,30.02317,6366.365,7,False,40
9,LLL_FFT_P0TT_2,949971,30.00428,6655.917,1,False,40
10,LLL_FFT_P0TT_2,1000059,30.00273,8297.05,1,False,40
0,CCL_FFF_P0FF_1,49970,30.00305,2572.974,7,False,40
1,CCL_FFF_P0FF_1,149980,30.00678,3037.886,4,False,40
2,CCL_FFF_P0FF_1,249990,30.00448,3519.743,4,False,40
3,CCL_FFF_P0FF_1,349999,30.00111,2934.401,8,False,40
4,CCL_FFF_P0FF_1,449957,30.00257,3402.804,4,False,40
5,CCL_FFF_P0FF_1,549990,30.00598,3616.664,4,False,40
6,CCL_FFF_P0FF_1,649944,30.00038,3546.665,6,False,40
7,CCL_FFF_P0FF_1,749943,30.0005,3601.803,4,False,40
8,CCL_FFF_P0FF_1,849985,30.00593,3668.625,2,False,40
9,CCL_FFF_P0FF_1,949986,30.00743,3624.38,4,False,40
10,CCL_FFF_P0FF_1,1000033,30.0058,3540.206,6,False,40
0,LCL_FTF_P0FF_1,49950,30.00778,3362.953,3,False,40
1,LCL_FTF_P0FF_1,149946,30.00286,3442.919,3,False,40
2,LCL_FTF_P0FF_1,249965,30.00978,2916.116,5,False,40
3,LCL_FTF_P0FF_1,349994,30.00577,3195.956,6,False,40
4,LCL_FTF_P0FF_1,449981,30.01212,2825.023,5,False,40
5,LCL_FTF_P0FF_1,549968,30.0085,3178.477,5,False,40
6,LCL_FTF_P0FF_1,649979,30.01506,3213.261,7,False,40
7,LCL_FTF_P0FF_1,749978,30.00194,2709.342,8,False,40
8,LCL_FTF_P0FF_1,849994,30.01098,3350.575,1,False,40
9,LCL_FTF_P0FF_1,949995,30.01124,2935.161,5,False,40
10,LCL_FTF_P0FF_1,1000023,30.00333,3175.148,3,False,40
0,LCL_FTT_C0FF_1,49968,30.00278,2794.28,12,False,40
1,LCL_FTT_C0FF_1,149955,30.01821,3026.008,19,False,40
2,LCL_FTT_C0FF_1,249984,30.00225,2499.09,20,False,40
3,LCL_FTT_C0FF_1,349975,30.00705,2914.221,17,False,40
4,LCL_FTT_C0FF_1,449973,30.00224,2749.736,19,False,40
5,LCL_FTT_C0FF_1,549955,30.00363,2687.736,19,False,40
6,LCL_FTT_C0FF_1,649985,30.00206,2971.632,19,False,40
7,LCL_FTT_C0FF_1,749957,30.00686,2872.897,21,False,40
8,LCL_FTT_C0FF_1,849978,30.00923,2768.678,20,False,40
9,LCL_FTT_C0FF_1,949999,30.00473,2369.713,16,False,40
10,LCL_FTT_C0FF_1,1000002,30.00415,2975.833,19,False,40
0,CCL_FFT_C0FF_1,49947,30.0022,2766.614,8,False,40
1,CCL_FFT_C0FF_1,149963,30.00272,2920.007,10,False,40
2,CCL_FFT_C0FF_1,249960,30.00084,3003.8,10,False,40
3,CCL_FFT_C0FF_1,349953,30.0054,3321.397,9,False,40
4,CCL_FFT_C0FF_1,449975,30.00126,3218.386,10,False,40
5,CCL_FFT_C0FF_1,549944,30.01196,2643.177,9,False,40
6,CCL_FFT_C0FF_1,649975,30.00814,3419.855,8,False,40
7,CCL_FFT_C0FF_1,749991,30.00332,3789.849,6,False,40
8,CCL_FFT_C0FF_1,849980,30.00469,4472.353,2,False,40
9,CCL_FFT_C0FF_1,949990,30.00891,5311.297,4,False,40
10,CCL_FFT_C0FF_1,1000015,30.00439,5244.672,2,False,40
0,CCL_TFF_C0FF_1,49955,30.00827,3074.286,7,False,40
1,CCL_TFF_C0FF_1,149987,30.00051,3121.042,10,False,40
2,CCL_TFF_C0FF_1,249955,30.01422,2562.716,17,False,40
3,CCL_TFF_C0FF_1,349999,30.01173,3299.546,5,False,40
4,CCL_TFF_C0FF_1,449967,30.00745,3628.03,2,False,40
5,CCL_TFF_C0FF_1,549999,30.00623,3653.627,4,False,40
6,CCL_TFF_C0FF_1,649967,30.00634,3528.763,4,False,40
7,CCL_TFF_C0FF_1,749950,30.00031,3492.135,5,False,40
8,CCL_TFF_C0FF_1,849956,30.00208,3622.75,3,False,40
9,CCL_TFF_C0FF_1,949937,30.00115,3670.822,2,False,40
10,CCL_TFF_C0FF_1,1000023,30.00585,3663.443,2,False,40
0,CCL_FFF_C0TF_1,49988,30.00182,3595.764,0,False,40
1,CCL_FFF_C0TF_1,149956,30.00447,3409.116,0,False,40
2,CCL_FFF_C0TF_1,249988,30.00127,3276.727,2,False,40
3,CCL_FFF_C0TF_1,349956,30.00116,3564.167,1,False,40
4,CCL_FFF_C0TF_1,449988,30.00568,3627.831,0,False,40
5,CCL_FFF_C0TF_1,549999,30.00233,3653.711,0,False,40
6,CCL_FFF_C0TF_1,649956,30.00662,3694.938,0,False,40
7,CCL_FFF_C0TF_1,749986,30.00405,3607.151,2,False,40
8,CCL_FFF_C0TF_1,849979,30.00337,3681.843,2,False,40
9,CCL_FFF_C0TF_1,949936,30.01387,2900.382,8,False,40
10,CCL_FFF_C0TF_1,1000026,30.00392,3182.85,8,False,40
0,LCL_FFF_P0FF_2,49960,30.00055,2946.626,5,False,40
1,LCL_FFF_P0FF_2,149991,30.00718,3489.35,0,False,40
2,LCL_FFF_P0FF_2,249959,30.00393,3595.195,0,False,40
3,LCL_FFF_P0FF_2,349991,30.0059,3435.44,1,False,40
4,LCL_FFF_P0FF_2,449959,30.00665,3490.128,0,False,40
5,LCL_FFF_P0FF_2,549991,30.01039,3580.948,0,False,40
6,LCL_FFF_P0FF_2,649959,30.00786,3584.396,0,False,40
7,LCL_FFF_P0FF_2,749991,30.00123,3579.049,0,False,40
8,LCL_FFF_P0FF_2,849959,30.01422,3583.972,0,False,40
9,LCL_FFF_P0FF_2,949991,30.00527,3582.732,0,False,40
10,LCL_FFF_P0FF_2,1000039,30.00466,3585.047,0,False,40
0,CCL_FFF_P0FT_1,49937,30.00651,2813.01,7,False,40
1,CCL_FFF_P0FT_1,149997,30.00166,3433.339,3,False,40
2,CCL_FFF_P0FT_1,249965,30.00541,3358.587,0,False,40
3,CCL_FFF_P0FT_1,349997,30.00338,3484.122,0,False,40
4,CCL_FFF_P0FT_1,449965,30.00182,3599.425,0,False,40
5,CCL_FFF_P0FT_1,549997,30.00246,3637.608,0,False,40
6,CCL_FFF_P0FT_1,649965,30.00445,3640.29,0,False,40
7,CCL_FFF_P0FT_1,749997,30.01358,3643.309,0,False,40
8,CCL_FFF_P0FT_1,849965,30.00493,3640.926,0,False,40
9,CCL_FFF_P0FT_1,949997,30.00676,3642.26,0,False,40
10,CCL_FFF_P0FT_1,1000045,30.00169,3639.232,0,False,40
0,LLC_FFF_C0TT_1,49964,30.00831,3279.569,5,False,40
1,LLC_FFF_C0TT_1,149950,30.0019,4488.125,4,False,40
2,LLC_FFF_C0TT_1,249970,30.00037,4535.361,2,False,40
3,LLC_FFF_C0TT_1,349945,30.00722,4836.303,2,False,40
4,LLC_FFF_C0TT_1,449972,30.0057,4686.958,1,False,40
5,LLC_FFF_C0TT_1,549960,30.01161,4747.283,0,False,40
6,LLC_FFF_C0TT_1,649996,30.0043,6339.679,0,False,40
7,LLC_FFF_C0TT_1,749971,30.00279,6922.794,1,False,40
8,LLC_FFF_C0TT_1,849969,30.01454,8553.109,0,False,40
9,LLC_FFF_C0TT_1,949941,30.00238,7612.841,5,False,40
10,LLC_FFF_C0TT_1,1000023,30.00463,7949.128,3,False,40
0,CLC_FFF_P0FT_1,49970,30.01182,2815.817,4,False,40
1,CLC_FFF_P0FT_1,149938,30.0051,3331.729,2,False,40
2,CLC_FFF_P0FT_1,249970,30.01211,3225.606,0,False,40
3,CLC_FFF_P0FT_1,349938,30.00551,3465.843,0,False,40
4,CLC_FFF_P0FT_1,449970,30.00304,3511.227,0,False,40
5,CLC_FFF_P0FT_1,549938,30.00147,3596.567,0,False,40
6,CLC_FFF_P0FT_1,649951,30.00281,3625.566,0,False,40
7,CLC_FFF_P0FT_1,749983,30.01052,3621.702,0,False,40
8,CLC_FFF_P0FT_1,849951,30.00486,3617.356,0,False,40
9,CLC_FFF_P0FT_1,949983,30.00183,3609.522,0,False,40
10,CLC_FFF_P0FT_1,1000031,30.00068,3621.694,0,False,40
0,CCL_TFF_P0TT_1,49970,30.00228,2936.496,6,False,40
1,CCL_TFF_P0TT_1,149971,30.00159,3134.128,1,False,40
2,CCL_TFF_P0TT_1,249956,30.00022,3575.407,0,False,40
3,CCL_TFF_P0TT_1,349949,30.00075,3780.395,0,False,40
4,CCL_TFF_P0TT_1,449955,30.0018,3838.731,0,False,40
5,CCL_TFF_P0TT_1,549978,30.00474,3842.171,0,False,40
6,CCL_TFF_P0TT_1,649946,30.00578,3846.967,0,False,40
7,CCL_TFF_P0TT_1,749978,30.00299,3848.802,0,False,40
8,CCL_TFF_P0TT_1,849946,30.00794,3849.413,0,False,40
9,CCL_TFF_P0TT_1,949978,30.00737,3850.333,0,False,40
10,CCL_TFF_P0TT_1,1000026,30.00643,3850.971,0,False,40
0,CCL_FFT_P0TT_1,49970,15.01767,1800.311,0,False,40
1,CCL_FFT_P0TT_1,149946,15.02488,1833.732,0,False,40
2,CCL_FFT_P0TT_1,249972,15.01075,1770.495,3,False,40
3,CCL_FFT_P0TT_1,349966,15.01124,1698.462,1,False,40
4,CCL_FFT_P0TT_1,449958,15.01853,1518.92,1,False,40
5,CCL_FFT_P0TT_1,549990,15.00277,1405.766,4,False,40
6,CCL_FFT_P0TT_1,649958,15.00438,1754.113,0,False,40
7,CCL_FFT_P0TT_1,749990,15.02577,1789.883,0,False,40
8,CCL_FFT_P0TT_1,849958,15.00095,1794.612,0,False,40
9,CCL_FFT_P0TT_1,949990,15.00365,1796.975,0,False,40
10,CCL_FFT_P0TT_1,1000038,15.01081,1799.425,0,False,40
0,LCL_FTT_P0TT_1,49945,15.00004,1434.145,1,False,40
1,LCL_FTT_P0TT_1,149978,15.01251,1390.574,4,False,40
2,LCL_FTT_P0TT_1,249994,15.00669,1417.335,12,False,40
3,LCL_FTT_P0TT_1,349946,15.00106,1204.264,12,False,40
4,LCL_FTT_P0TT_1,449955,15.00789,1531.5,8,False,40
5,LCL_FTT_P0TT_1,549991,15.0078,1375.903,10,False,40
6,LCL_FTT_P0TT_1,649980,15.00424,1602.726,10,False,40
7,LCL_FTT_P0TT_1,749999,15.00844,1366.984,9,False,40
8,LCL_FTT_P0TT_1,849991,15.01079,930.5363,9,False,40
9,LCL_FTT_P0TT_1,949967,15.00477,1338.44,12,False,40
10,LCL_FTT_P0TT_1,1000001,15.00911,1443.421,10,False,40
0,LCL_FTF_C0TT_1,49998,30.01445,3012.739,5,False,40
1,LCL_FTF_C0TT_1,149974,30.00656,3250.174,6,False,40
2,LCL_FTF_C0TT_1,249976,30.01703,3223.05,2,False,40
3,LCL_FTF_C0TT_1,349994,30.01442,3123.056,5,False,40
4,LCL_FTF_C0TT_1,449958,30.00438,3235.729,3,False,40
5,LCL_FTF_C0TT_1,549979,30.00559,2790.54,7,False,40
6,LCL_FTF_C0TT_1,649959,30.00431,2700.731,7,False,40
7,LCL_FTF_C0TT_1,749988,30.00516,3357.093,4,False,40
8,LCL_FTF_C0TT_1,849938,30.00641,2909.713,6,False,40
9,LCL_FTF_C0TT_1,949963,30.01152,3277.159,5,False,40
10,LCL_FTF_C0TT_1,1000006,30.01488,2904.157,5,False,40
0,CCL_FFF_C0TT_1,49961,30.00142,3461.432,5,False,40
1,CCL_FFF_C0TT_1,149993,30.01727,3611.108,3,False,40
2,CCL_FFF_C0TT_1,249961,30.00569,3594.237,0,False,40
3,CCL_FFF_C0TT_1,349979,30.00955,3622.048,0,False,40
4,CCL_FFF_C0TT_1,449989,30.00133,3625.805,0,False,40
5,CCL_FFF_C0TT_1,549963,30.00009,3640.835,0,False,40
6,CCL_FFF_C0TT_1,649987,30.00285,3629.358,1,False,40
7,CCL_FFF_C0TT_1,749953,30.00394,2844.418,8,False,40
8,CCL_FFF_C0TT_1,849964,30.00237,2767.311,11,False,40
9,CCL_FFF_C0TT_1,949956,30.00657,2662.962,10,False,40
10,CCL_FFF_C0TT_1,1000001,30.01063,2680.137,8,False,40
