model_name,steps,time_elapsed,final_score,number_of_crashes,varying_wind, wind_strength
CCL_FFF_P0FT_1,49937,30.00651,2813.01,7,False,40
CCL_FFF_P0FT_1,149997,30.00166,3433.339,3,False,40
CCL_FFF_P0FT_1,249965,30.00541,3358.587,0,False,40
CCL_FFF_P0FT_1,349997,30.00338,3484.122,0,False,40
CCL_FFF_P0FT_1,449965,30.00182,3599.425,0,False,40
CCL_FFF_P0FT_1,549997,30.00246,3637.608,0,False,40
CCL_FFF_P0FT_1,649965,30.00445,3640.29,0,False,40
CCL_FFF_P0FT_1,749997,30.01358,3643.309,0,False,40
CCL_FFF_P0FT_1,849965,30.00493,3640.926,0,False,40
CCL_FFF_P0FT_1,949997,30.00676,3642.26,0,False,40
CCL_FFF_P0FT_1,1000045,30.00169,3639.232,0,False,40
