model_name,steps,time_elapsed,final_score,number_of_crashes,varying_wind, wind_strength
LCL_FTT_C0FF_1,49968,30.00278,2794.28,12,False,40
LCL_FTT_C0FF_1,149955,30.01821,3026.008,19,False,40
LCL_FTT_C0FF_1,249984,30.00225,2499.09,20,False,40
LCL_FTT_C0FF_1,349975,30.00705,2914.221,17,False,40
LCL_FTT_C0FF_1,449973,30.00224,2749.736,19,False,40
LCL_FTT_C0FF_1,549955,30.00363,2687.736,19,False,40
LCL_FTT_C0FF_1,649985,30.00206,2971.632,19,False,40
LCL_FTT_C0FF_1,749957,30.00686,2872.897,21,False,40
LCL_FTT_C0FF_1,849978,30.00923,2768.678,20,False,40
LCL_FTT_C0FF_1,949999,30.00473,2369.713,16,False,40
LCL_FTT_C0FF_1,1000002,30.00415,2975.833,19,False,40
