Timestamp,Value
2023-04-13 14:18:55,test,30.67171
2023-04-13 14:19:15,test,5.81567
2023-04-13 14:19:35,test,0.2024451
2023-04-13 14:22:07,test,33.52991
2023-04-13 14:23:51,test,34.21496
2023-04-13 14:24:11,test,5.839501
2023-04-13 14:25:17,test,29.87098
2023-04-13 14:25:37,test,6.663726
2023-04-13 14:25:57,test,1.843608
