model_name,steps,time_elapsed,final_score,number_of_crashes,varying_wind, wind_strength
LLC_FFF_C0FF_2,49937,30.0067,5091.604,0,False,40
LLC_FFF_C0FF_2,149959,30.00253,6757.151,1,False,40
LLC_FFF_C0FF_2,249959,30.00488,6525.708,0,False,40
LLC_FFF_C0FF_2,349997,30.00364,7066.051,0,False,40
LLC_FFF_C0FF_2,449958,30.00065,7350.66,1,False,40
LLC_FFF_C0FF_2,549978,30.00416,8654.322,1,False,40
LLC_FFF_C0FF_2,649941,30.0011,8609.705,0,False,40
LLC_FFF_C0FF_2,749986,30.00548,6719.679,3,False,40
LLC_FFF_C0FF_2,849961,30.00453,5061.021,0,False,40
LLC_FFF_C0FF_2,949996,30.00102,5063.28,2,False,40
LLC_FFF_C0FF_2,1000044,30.00422,3401.59,4,False,40
